name,cuisine,address,latitude,longitude,amenity,source,area,rating,review_count,popularity,quality_score,weighted_score
Bakso Tengkleng,Unknown,"Bakso Tengkleng, Jalan Terusan Sigura-Gura Barat, Malang 16145, East Java, Indonesia",-7.95768224975816,112.60681327417493,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.8,831,6.723832440821209,0.76,3.9872642165106447
Grand Food Court,Unknown,"Grand Food Court, Jalan Candi Kidal, Malang 65125, East Java, Indonesia",-7.9431760997572995,112.64087352841314,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.8,1254,7.134890851565884,0.76,4.06840590531372
Green Leaf,Unknown,"Green Leaf, Army hero of RI Students St., RW 07 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.967257499758725,112.62127768977952,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.8,230,5.442417710521793,0.76,3.7343168188761595
Kedai Kopi,Unknown,"Kedai Kopi, Jalan Simpang Ijen, RW 10 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.966356349758671,112.62003025367852,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.5,1723,7.452402451223638,0.9,4.62108173613816
Warung Marung,Unknown,"Warung Marung, Jalan Watu Gong, Malang 16145, East Java, Indonesia",-7.947371499757549,112.61228105,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.1,1170,7.065613363597717,0.82,4.264730738420558
Ayam dower,Unknown,"Ayam dower, Jalan Gajayana, Malang 16145, East Java, Indonesia",-7.947557699757555,112.60860871295418,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.2,1557,7.351158226430694,0.8400000000000001,4.391096431941672
Pizza Hut,Unknown,"Pizza Hut, Jalan Ciliwung, Malang 65122, East Java, Indonesia",-7.951712399757808,112.63949487864184,"['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.pizza']",geoapify,Kota Malang,3.9,937,6.843749949006225,0.78,4.08093557045171
Bingsoo,Unknown,"Bingsoo, Jalan Bendungan Wonogiri, Malang 16145, East Java, Indonesia",-7.960871799758348,112.61337056832238,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.2,1586,7.369600720526409,0.8400000000000001,4.394736924576176
MaLiBu Steak 'n' Pizza,Unknown,"MaLiBu Steak 'n' Pizza, Jalan Puncak Mandala, Malang 16145, East Java, Indonesia",-7.965457249758623,112.605228,"['building', 'building.catering', 'catering', 'catering.fast_food']",geoapify,Kota Malang,3.7,326,5.7899601708972535,0.74,3.7329206509071193
Rumah Makan Kaliurang,Unknown,"Rumah Makan Kaliurang, Jalan Kaliurang, Malang 65111, East Java, Indonesia",-7.962737399758456,112.63215371648032,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.4,1479,7.299797366758161,0.8800000000000001,4.520957953362296
Java Dancer,Unknown,"Java Dancer Coffee, Jalan Simpang Ijen, RW 10 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.9650556997585955,112.62068758424,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,1452,7.2813856635702825,0.86,4.447323538760004
Mamah Sum,Unknown,"Mamah Sum, Jalan Simpang Ijen, RW 10 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.965950049758643,112.6202920162604,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.0,1914,7.557472901614746,0.8,4.291822325711767
Batavia Resto,Unknown,"Batavia Resto, Jakarta St., Malang 65115, East Java, Indonesia",-7.964697099758567,112.62017399031168,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.1,1995,7.59890045687141,0.82,4.369999999999999
The Grove Cafe,Unknown,"The Grove Cafe, Wilis St., Malang 65115, East Java, Indonesia",-7.97255629975904,112.61844887448892,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.5,293,5.683579767338681,0.9,4.271921480534574
Kaizen,Unknown,"Kaizen, Wilis St., Malang 65115, East Java, Indonesia",-7.972612499759047,112.61826119434654,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.7,55,4.02535169073515,0.74,3.3845922663906927
Neo Kedaton,Unknown,"Neo Kedaton, Wilis St., Malang 65115, East Java, Indonesia",-7.972542149759039,112.61977504163715,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.8,1375,7.226936018493289,0.76,4.086575343270532
Warung Rindu,Unknown,"Warung Rindu, Merbabu St., RW 05 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.967687299758751,112.62539224910938,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.7,183,5.214935757608986,0.9400000000000001,4.319412568411784
Bangi Kopitiam,Unknown,"Bangi Kopitiam, Retawu St., Malang 65112, East Java, Indonesia",-7.969919949758886,112.6192949970926,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,3.6,1833,7.51425465281641,0.72,4.003291173926659
Warung Lesehan Yogyakarta,Unknown,"Warung Lesehan Yogyakarta, Jalan Lembah Dieng, Pandanlandung 16145, East Java, Indonesia",-7.966988699758714,112.59985932329356,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,1078,6.983789965258135,0.86,4.3885790467112145
Sego Sambel,Unknown,"Sego Sambel, Jalan Esberg, Malang 65112, East Java, Indonesia",-7.961258949758372,112.5993634929898,"['catering', 'catering.restaurant']",geoapify,Kota Malang,3.8,971,6.879355804460439,0.76,4.017964058781627
Bubur Jang Kie,Unknown,"Bubur Jang Kie, Jalan Kepundung, Malang 65100, East Java, Indonesia",-7.97446719975915,112.61451704689335,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.8,569,6.345636360828596,0.96,4.61260945254727
Special Soto Boyolali SSB Hj. Hesti Widodo,Unknown,"Special Soto Boyolali SSB Hj. Hesti Widodo, Jalan Leci, Malang 65100, East Java, Indonesia",-7.974674849759165,112.61315029927736,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.7,1255,7.135687347028144,0.74,3.9985631311123964
Cafe Litchi,Unknown,"Cafe Litchi, Jalan Leci 1, Malang 65100, East Java, Indonesia",-7.974703799759166,112.6133260706867,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.4,162,5.093750200806762,0.8800000000000001,4.085490905503441
Depot Santo Yusup,Unknown,"Depot Santo Yusup, Jalan Simpang Borobudur 1A, Malang 65125, East Java, Indonesia",-7.940062849757114,112.63855374255522,"['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.chinese']",geoapify,Kota Malang,3.9,1158,7.055312843339752,0.78,4.12269744683125
Ayam Geprek Sa`i,Unknown,"Ayam Geprek Sa`i, Jalan Tebo Utara Gang 4, Malang 65147, East Java, Indonesia",-7.985010599759793,112.60170826888869,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.9,1363,7.218176838403408,0.78,4.154846307575251
Ayam Goreng Pemuda,Unknown,"Ayam Goreng Pemuda, Semeru St., RW 08 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65119, East Java, Indonesia",-7.975438599759215,112.62655819534947,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.2,654,6.484635235635252,0.8400000000000001,4.220047410629935
Onokatsu,Unknown,"Onokatsu, Jalan Sanggabuana, Malang 65115, East Java, Indonesia",-7.9726953497590545,112.613469406564,"['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.japanese']",geoapify,Kota Malang,4.6,1561,7.3537223303996315,0.9199999999999999,4.671602578321037
Nomu,Unknown,"Nomu, Jalan Pandan, Malang 65115, East Java, Indonesia",-7.973879749759122,112.61817893317335,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.4,1925,7.563200592358071,0.8800000000000001,4.572952954565738
Kopi Ortu,Unknown,"Kopi Ortu, Jalan Terusan Kawi, Malang 65115, East Java, Indonesia",-7.974226149759139,112.61617805494924,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,3.8,1885,7.542213463193403,0.76,4.148810158653925
Richeese Factory,Unknown,"Richeese Factory, Jalan Kawi, Malang 65116, East Java, Indonesia",-7.979873149759477,112.62644075423484,"['building', 'building.catering', 'catering', 'catering.fast_food']",geoapify,Kota Malang,3.7,50,3.9318256327243257,0.74,3.3661305050065997
Tahu telor,Unknown,"Tahu telor, Gresik St., Malang 65115, East Java, Indonesia",-7.96615944975866,112.61752574680698,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.7,1332,7.195187320178709,0.74,4.010308246110599
Moshi Moshi Ramen,Unknown,"Moshi Moshi Ramen, Kawi Street, Malang 65100, East Java, Indonesia",-7.975361949759208,112.61912244173362,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant', 'catering.restaurant.japanese']",geoapify,Kota Malang,4.7,1663,7.416979621381154,0.9400000000000001,4.754089376511226
Depot Kawi 21,Unknown,"Depot Kawi 21, Kawi Street 21, Malang 65100, East Java, Indonesia",-7.975300699759195,112.61894734948224,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,430,6.066108090103747,0.9199999999999999,4.417431416136999
Depot Purnama,Unknown,"Depot Purnama, Kawi Street 18, Malang 65100, East Java, Indonesia",-7.975259799759208,112.61884747131631,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.7,1699,7.438383530044307,0.74,4.058314443437283
Sate Ayam dan Kambing Sakinah,Unknown,"Sate Ayam dan Kambing Sakinah, Jalan Bandulan, Malang 65147, East Java, Indonesia",-7.982221449759614,112.6032358056803,"['building', 'building.catering', 'catering', 'catering.fast_food']",geoapify,Kota Malang,3.7,776,6.655440350367647,0.74,3.9037638244127884
Zocco,Unknown,"Zocco, Jalan Sanggabuana, Malang 65115, East Java, Indonesia",-7.972603299759042,112.61350097189074,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.0,1160,7.057036981697891,0.8,4.193037786535906
Pawvillion Dog Café,Unknown,"Pawvillion Dog Café, Jalan Kesemek 4, Malang 65100, East Java, Indonesia",-7.979072499759425,112.61263330809705,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,3.5,1884,7.541683099882111,0.7,3.938705466538078
Kotäsk Kaffe Co.,Unknown,"Kotäsk Kaffe Co., Jalan Raya Langsep 2B, Malang 65100, East Java, Indonesia",-7.975505349759217,112.6123038723663,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.1,1917,7.559038255443384,0.82,4.362131321829861
Warkop Agam Banglades,Unknown,"Warkop Agam Banglades, Jalan Raya Langsep, Malang 65100, East Java, Indonesia",-7.975129699759199,112.612417745,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.7,1330,7.193685818395112,0.9400000000000001,4.7100118541933504
Sabana Fried Chicken,Unknown,"Sabana Fried Chicken, Jalan Bandulan Barat, Malang 65147, East Java, Indonesia",-7.98210169975961,112.60279232535936,"['building', 'building.catering', 'catering', 'catering.fast_food']",geoapify,Kota Malang,3.8,1208,7.097548850614793,0.76,4.061034707106224
Kopicu,Unknown,"Kopicu, Jalan Istana Dieng Timur V, Malang 65100, East Java, Indonesia",-7.977778499759354,112.60576040544416,"['building', 'building.catering', 'catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",geoapify,Kota Malang,4.4,1478,7.2991214627108,0.8800000000000001,4.520824531944711
Sari Lambau,Unknown,"Sari Lambau, Jalan Terusan Ijen, Malang 65100, East Java, Indonesia",-7.9779619497593615,112.6197327489945,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.0,328,5.796057750765372,0.8,3.9441242947571853
Piring Asia,Unknown,"Piring Asia, Wilis St., Malang 65115, East Java, Indonesia",-7.972585149759044,112.61959237707214,"['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.asian']",geoapify,Kota Malang,4.7,946,6.853299093186078,0.9400000000000001,4.642820542672504
Mutiara Minang,Unknown,"Mutiara Minang, Jalan Klampok Kasri Gang 2 D, Malang 65115, East Java, Indonesia",-7.968551749758811,112.61356229051091,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,804,6.690842277418564,0.9199999999999999,4.540752057891798
Gogo Fried Chicken,Unknown,"Gogo Fried Chicken, Jalan Galunggung, Malang 65115, East Java, Indonesia",-7.967602399758743,112.61329742473856,"['building', 'building.catering', 'catering', 'catering.fast_food']",geoapify,Kota Malang,4.1,514,6.244166900663736,0.82,4.102579687568619
Galang 8,Unknown,"Galang 8, Kawi Street, Malang 65100, East Java, Indonesia",-7.975236599759205,112.61878202552008,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.1,514,6.244166900663736,0.82,4.102579687568619
Rawon Tessy,Unknown,"Rawon Tessy, Kawi Street, Malang 65100, East Java, Indonesia",-7.975123649759189,112.61846349408832,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.1,304,5.720311776607412,0.82,3.9991722682262685
Legit,Unknown,"Legit, Kawi Street, Malang 65100, East Java, Indonesia",-7.9751938997592,112.61863498198004,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant', 'catering.restaurant.indonesian']",geoapify,Kota Malang,4.2,855,6.752270376141742,0.8400000000000001,4.272877779054713
Pizza Hut,Unknown,"Pizza Hut, Semeru St., Malang 65119, East Java, Indonesia",-7.976331799759261,112.62708816244876,"['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.pizza']",geoapify,Kota Malang,4.4,805,6.692083742506628,0.8800000000000001,4.400997119350712
Naiki,Unknown,"Naiki, Semeru St., RW 08 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65119, East Java, Indonesia",-7.975039049759188,112.62628883440324,"['building', 'building.catering', 'catering', 'catering.cafe']",geoapify,Kota Malang,4.4,755,6.628041376179533,0.8800000000000001,4.388355349658391
Kopi Kenangan,Unknown,"Kopi Kenangan, Kawi Street, Malang 65100, East Java, Indonesia",-7.975540099759215,112.61962613192856,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop', 'halal', 'halal.only']",geoapify,Kota Malang,4.3,1581,7.366445148327599,0.86,4.4641140241545845
Nasi Bhuk Kawi Hj. Saudah,Unknown,"Nasi Bhuk Kawi Hj. Saudah, Kawi Street, Malang 65100, East Java, Indonesia",-7.975565199759217,112.6197088819997,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,190,5.25227342804663,0.86,4.0467829117890055
Sate Ayam Ponorogo Siboen,Unknown,"Sate Ayam Ponorogo Siboen, Kawi Street 27, Malang 65100, East Java, Indonesia",-7.975408799759206,112.61928233383972,"['building', 'building.catering', 'building.commercial', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,958,6.8658910748834385,0.9199999999999999,4.57530616182928
Kedai Soto Banjar,Unknown,"Kedai Soto Banjar, Jalan Terusan Ijen 22, Malang 65100, East Java, Indonesia",-7.976497649759272,112.62025816750172,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.2,1015,6.923628628138427,0.8400000000000001,4.306703380462954
Ayam Goreng Rempah Lohjinawi,Unknown,"Ayam Goreng Rempah Lohjinawi, Jalan Mundu 3, Malang 65100, East Java, Indonesia",-7.97425184975914,112.61570921756244,"['building', 'building.catering', 'catering', 'catering.restaurant', 'halal']",geoapify,Kota Malang,4.1,1386,7.234898420314831,0.82,4.2981470973420715
Rawon Jenggot,Unknown,"Rawon Jenggot, Jalan Simpang Kawi, Malang 65100, East Java, Indonesia",-7.9751453497592,112.61798334360664,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.5,1534,7.336285660021297,0.7,3.8981606322505566
Depot Widari,Unknown,"Depot Widari, Kawi Street 33, Malang 65100, East Java, Indonesia",-7.975520449759218,112.61947713923138,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.2,242,5.493061443340548,0.8400000000000001,4.0243137387804655
Depot Varia,Unknown,"Depot Varia, Kawi Street, Malang 65100, East Java, Indonesia",-7.975532699759215,112.61957789331896,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,1075,6.98100574072173,0.9199999999999999,4.5980294491966385
Bakso Pak Rindu,Unknown,"Bakso Pak Rindu, Jalan Bandulan, Malang 65147, East Java, Indonesia",-7.982253049759622,112.60289299376645,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.6,1295,7.16703787691222,0.72,3.934751631026696
Bakso Solo Pak Dji,Unknown,"Bakso Solo Pak Dji, Jalan Bandulan 6D 800A, Malang 65147, East Java, Indonesia",-7.982222399759619,112.60853318709631,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.5,669,6.507277712385012,0.9,4.4345169671555675
Mie Pangsit & Bakso Atlantik,Unknown,"Mie Pangsit & Bakso Atlantik, Jalan Mergan, Malang 65147, East Java, Indonesia",-7.983747699759707,112.61425579139862,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.5,187,5.236441962829949,0.9,4.183657828369397
Bakwan Subur B2/Babi,Unknown,"Bakwan Subur B2/Babi, Jalan Wuni 25, Malang 65100, East Java, Indonesia",-7.979111549759426,112.61407900677484,"['building', 'building.catering', 'building.residential', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.9,1887,7.543273346705446,0.78,4.219019376458143
Atenk Cuisine,Unknown,"Atenk Cuisine, Jalan Wuni 23, Malang 65100, East Java, Indonesia",-7.979060599759434,112.6141427872353,"['building', 'building.catering', 'building.residential', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.8,1967,7.584773077612199,0.96,4.857211298001719
Sego Srimben Bu Tjipto,Unknown,"Sego Srimben Bu Tjipto, Jalan Raya Langsep, Malang 65100, East Java, Indonesia",-7.978889399759423,112.613609605229,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,794,6.678342114654332,0.9199999999999999,4.53828456351511
Chicken Box,Unknown,"Chicken Box, Jalan Raya Langsep, Malang 65100, East Java, Indonesia",-7.978763499759412,112.6129584441996,"['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.chicken']",geoapify,Kota Malang,3.9,606,6.408528791059498,0.78,3.9950242283272375
Pecel & Soto Khas Pacitan,Unknown,"Pecel & Soto Khas Pacitan, Jalan Pelabuhan Tanjung Emas, Sidorahayu 65147, East Java, Indonesia",-7.997101299760502,112.60033895121552,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,1237,7.121252453244542,0.86,4.415713726675755
Dapur Meme,Unknown,"Dapur Meme, Jalan Kepundung, Malang 65100, East Java, Indonesia",-7.976141649759251,112.61449144679344,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.5,62,4.143134726391533,0.7,3.2678422819011357
Special Belut Mergan,Unknown,"Special Belut Mergan, Jalan Jupri, Malang 65147, East Java, Indonesia",-7.983866049759715,112.6126231081252,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,948,6.855408798609928,0.86,4.3632369921514425
Pangsit Mie & Wonton Kuah Rejeki,Unknown,"Pangsit Mie & Wonton Kuah Rejeki, Jalan Bandulan, Malang 65147, East Java, Indonesia",-7.982281799759621,112.60393241378736,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,1166,7.062191632286556,0.9199999999999999,4.6140552989940415
Sego Sambel Cak Uut,Unknown,"Sego Sambel Cak Uut, Jalan Simpang Raya Langsep, Malang 65100, East Java, Indonesia",-7.978968899759419,112.61130075772805,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,4.8,169,5.135798437050262,0.96,4.373791100343895
Potre Koneng Ayam Kremes Madura,Unknown,"Potre Koneng Ayam Kremes Madura, Wilis St., Malang 65115, East Java, Indonesia",-7.9730800497590755,112.61576221435035,"['building', 'building.catering', 'catering', 'catering.restaurant']",geoapify,Kota Malang,3.6,946,6.853299093186078,0.72,3.8728205426725038
gang jangkrik,Unknown,"gang jangkrik, Jalan Letnan Jenderal Siswondo Parman, Malang 65122, East Java, Indonesia",-7.957557999758152,112.6379083,"['catering', 'catering.restaurant', 'catering.restaurant.asian']",geoapify,Kota Malang,3.9,1798,7.4949862339505335,0.78,4.209487646236981
cofe POM,Unknown,"cofe POM, Jalan Ciliwung, Malang 65122, East Java, Indonesia",-7.952446499757851,112.6394961,"['catering', 'catering.cafe']",geoapify,Kota Malang,3.8,129,4.867534450455582,0.76,3.6208365996005476
KFC,Unknown,"KFC, Jalan Panderman, Malang 65115, East Java, Indonesia",-7.975102199759186,112.6195751,"['catering', 'catering.fast_food']",geoapify,Kota Malang,4.5,820,6.710523109452428,0.9,4.474636994695268
Depot 69,Unknown,"Depot 69, Jalan Borobudur, Malang 65142, East Java, Indonesia",-7.938614499757025,112.6339708,"['catering', 'catering.restaurant', 'catering.restaurant.chinese']",geoapify,Kabupaten Malang,4.0,911,6.815639990074331,0.8,4.145386749456205
Tempe Penyet Mbah Djayus,Unknown,"Tempe Penyet Mbah Djayus, Jalan Candi Sewu, Malang 65125, East Java, Indonesia",-7.939464799757085,112.6352131,"['catering', 'catering.restaurant', 'catering.restaurant.regional']",geoapify,Kabupaten Malang,3.9,1283,7.157735484249907,0.78,4.142915366810225
Bakso Bakar AMB,Unknown,"Bakso Bakar AMB, Jalan Candi Trowulan, Malang 65125, East Java, Indonesia",-7.941282699757189,112.6381554,"['catering', 'catering.restaurant', 'catering.restaurant.regional']",geoapify,Kota Malang,4.6,728,6.591673732008658,0.9199999999999999,4.521176486536557
Warung Cak Pi'i,Unknown,"Warung Cak Pi'i, Jalan Soekarno-Hatta, Malang 65142, East Java, Indonesia",-7.939279199757066,112.6322109,"['catering', 'catering.restaurant', 'catering.restaurant.regional']",geoapify,Kabupaten Malang,4.8,525,6.26530121273771,0.96,4.596751536942208
Bakso Solo Kidul Pasar,Unknown,"Bakso Solo Kidul Pasar, Jalan Halmahera, Malang 65117, East Java, Indonesia",-7.98844859975999,112.6296827,"['catering', 'catering.fast_food']",geoapify,Kota Malang,4.7,755,6.628041376179533,0.9400000000000001,4.598355349658391
Urban Pop,Unknown,"Urban Pop, Jalan Danau Maninjau, Malang 65139, East Java, Indonesia",-7.974431699759156,112.6577192,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,1335,7.197435354096591,0.86,4.430752001216481
Rumah Opa,Unknown,"Rumah Opa, Welirang St., RW 07 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.972672399759051,112.6240173,"['catering', 'catering.restaurant', 'internet_access']",geoapify,Kota Malang,4.0,1357,7.213768308118642,0.8,4.223976077011673
Bakso Solo SMA 5 Malang,Unknown,"Bakso Solo SMA 5 Malang, Jalan Nusa Kambangan, Malang 65117, East Java, Indonesia",-7.987928899759963,112.6259181,"['catering', 'catering.restaurant']",geoapify,Kota Malang,3.9,1264,7.142827401161621,0.78,4.139972556233966
Warung Pecel Pak Mul,Unknown,"Warung Pecel Pak Mul, Jalan Tanimbar, Malang 65117, East Java, Indonesia",-7.990337999760097,112.6272616,"['catering', 'catering.restaurant']",geoapify,Kota Malang,3.7,345,5.846438775057725,0.74,3.744069356791811
Bakso Tek Wan,Unknown,"Bakso Tek Wan, Jalan Taman Riau, Malang 65117, East Java, Indonesia",-7.9913947997601715,112.6279303,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.6,916,6.821107472256465,0.9199999999999999,4.566466013926077
Soto Ayam Lombok Sulawesi,Unknown,"Soto Ayam Lombok Sulawesi, Jalan Flores, Malang 65117, East Java, Indonesia",-7.988264199759984,112.6256758,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.1,1521,7.3277805384216315,0.82,4.3164817469339365
Bakso Solo Petra,Unknown,"Bakso Solo Petra, Jalan Profesor Mohammad Yamin, Malang 65117, East Java, Indonesia",-7.990427799760114,112.63173000000002,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.0,1236,7.1204443723924875,0.8,4.205554213956125
Soto Ayam Sempu,Unknown,"Soto Ayam Sempu, Jalan Sempu, Malang 65117, East Java, Indonesia",-7.994137599760335,112.6246876,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.2,1235,7.119635638017636,0.8400000000000001,4.345394572233067
Coffee Taste,Unknown,"Coffee Taste, Jalan Ngantang, Malang 65122, East Java, Indonesia",-7.960058999758296,112.63265869999998,"['catering', 'catering.cafe', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.coffee_and_tea']",geoapify,Kota Malang,4.6,1806,7.499423290592229,0.9199999999999999,4.70036350781726
Dapoer Mie Galau,Unknown,"Dapoer Mie Galau, Jalan Selorejo, Malang 65122, East Java, Indonesia",-7.9547814997579875,112.63347129999998,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.3,93,4.543294782270004,0.86,3.9068326683688164
Warung Wareg,Unknown,"Warung Wareg, Jalan Sudanco Supriyadi, RW 04 Kel. Sukun, Sukun, Kota Malang, Malang 65148, East Java, Indonesia",-8.0087450997612,112.6196038,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.2,232,5.4510384535657,0.8400000000000001,4.016018527516673
Legipait,Unknown,"Legipait, Jalan Pattimura, Malang 65111, East Java, Indonesia",-7.973235499759074,112.634788,"['catering', 'catering.cafe']",geoapify,Kota Malang,3.8,559,6.327936783729195,0.76,3.909115609484081
McDonald's,Unknown,"McDonald's, Jalan Jenderal Basuki Rachmat, Malang 65119, East Java, Indonesia",-7.980840999759529,112.630645,"['catering', 'catering.fast_food', 'catering.fast_food.burger', 'internet_access']",geoapify,Kota Malang,4.1,1500,7.313886831633462,0.82,4.313739171175702
Gadjah Mada,Unknown,"Gadjah Mada, Jalan Sersan K.K.O. Harun, Malang 65118, East Java, Indonesia",-7.987473499759928,112.6320259,"['catering', 'catering.restaurant']",geoapify,Kota Malang,3.7,268,5.594711379601839,0.74,3.6943791291954766
Bebek Gong CBK.,Unknown,"Bebek Gong CBK., Jalan Dokter Sutomo, Malang 65111, East Java, Indonesia",-7.971818099759002,112.6356155,"['catering', 'catering.restaurant']",geoapify,Kota Malang,4.5,926,6.831953565565855,0.9,4.498606999987999
Cak Tomo (seafood&lalapan),Unknown,"Cak Tomo (seafood&lalapan), Jalan Brigadir Jenderal Slamet Riyadi, RW 03 Kel. Oro Oro Dowo, Klojen Kota Malang, Malang 65115, East Java, Indonesia",-7.963724799758508,112.6271134,"['catering', 'catering.restaurant', 'catering.restaurant.indonesian']",geoapify,Kota Malang,4.1,290,5.673323267171493,0.82,3.989896878378235
Warung Lupa Diet,Unknown,"Warung Lupa Diet, Jalan Kawi, Malang 65116, East Java, Indonesia",-7.980201999759497,112.62672469999998,"['catering', 'catering.restaurant', 'catering.restaurant.indonesian', 'internet_access']",geoapify,Kota Malang,4.5,1861,7.529406457837013,0.9,4.636282094476269
